asv	kingdom	phylum	class	order	family	genus	species
91d1374dc394021897f1ac814206d1ff	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	uncultured bacterium
157c652740abf4d95d67ba6579ea3c30	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	uncultured bacterium
2689c139c8a3c4cf7786dcd676b8d65f	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
be9ddb4576a6adb25d7b076840c12bf4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	uncultured bacterium
843fb5833eedf57c3548aae212f84aea	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
eca5c18628933d7b8e5946ae258fdee4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
a7ddf63141d0efe70a40c3a9741410b4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus Soleaferrea	Ambiguous_taxa
7301b71f411a7f9a9c6f8c537250fc44	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
4acccf9fc8d4d136bfa72c7d3e3731f9	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	uncultured bacterium
22f03c7ef1025bfb6f0c16196c9efe33	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
e2dba106a9a8f7c0134bd703efa54617	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
adcd8d16c339d33e55d26d6e03cd365a	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
2a8afd8ebfd9cb061115d7631818e387	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	uncultured bacterium
ec9761851b6920ed2c836d71fadbd160	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
1083fb15dc69d6ced03d5018afc34230	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
688d5fcf10a1f7dd0c87817ed34841c8	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	uncultured	Ambiguous_taxa
81c42d9f4de007545c0969f2b94b007e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
4399c236a5e399a25bbe76243a950ab8	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Kingella	Ambiguous_taxa
9430ea55b4cbf3bb18087f2754adfa9f	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. C8I9
9b273b78f1bcbd6f8fc8315d4b43cd62	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
a33c61a51b9dc4196991c017ef433dd5	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	uncultured rumen bacterium
32fb518139942e52f0aee39171003d26	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
67e6d838a93760495a9ffa98fea6ebb6	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
544bdbfbed9a11965f1b4457b4c00d1c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	uncultured organism
67fc340fbf2ca0ffe27f8fe7d367675f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	Ruminococcaceae bacterium Marseille-P3738
7476dec20b9cea890628f9b7f89867c3	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas 3	NA
b32b2d6918653371c677e00c86c2afa0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	uncultured bacterium
533c97e65c5078bf23a9f6be74579db7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
2cd8badc9df2c245ed076290d149f4dc	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
3ac36ed491474b8b90f0a2214a68416e	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
0bf0743fbbcffbbcebe02a5d565231ef	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	unidentified
ded0c8bf97be072c47ecc221dab2dc00	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae NK4A214 group	uncultured bacterium
111e06a075b7a1e2b280f36346bed5a0	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
bc68f935bd285fe744954b49617de8dd	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
77895065cc38664c8a050ba576547d4e	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA
9202c6da7ab0e46b4d74c3a7b1b744da	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	uncultured	uncultured bacterium
0d3c2fdbccbde9a3521c6310d1587865	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	bacterium YE57
3f354d7198b2d18ec681b91b56d8fe8f	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	NA
c4612b30fc8add6d9e630f39ac6b2b57	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
10be23084de7cfe58d996376f95dc00d	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	Corynebacterium glutamicum
4969c1ab4a2b913aca464d99a2264203	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	NA
ed61588a6235dd7572bbe64fa827ec35	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
625ea2a2ca02510ea9383d63306d7db0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	NA
5c0bef94f4f7f857d86a679977e99bb9	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ccba0c73d7429c810e6b1ecdacf7e6db	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
795fc786a60e5a7c7550444255c84057	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	NA
8817738227fad148d3f3c9e54a03429d	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
239cac706898ce2cde350c4bec89d106	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Oxalobacter	NA
b8968b61478b0981e11e212ccdd6a170	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	uncultured	NA
3919e5df59d5544052d283f22e480bed	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
b64dfe74b22925a34253d05b98c99e94	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-008	NA
efdc045814fcf34e0acfa8d11c637179	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
a976b7661dda0adbc01fc0ccae8f7881	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-009	uncultured bacterium
42dd9ac4dff7e1da5e69cf75ea8091a2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
a7f3a62893910cbd160df0bf35e5af08	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
620c81f5c807f60c0af38b47b7cfc85c	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group	uncultured bacterium	uncultured bacterium
4e8b459589f135af88ecd789f886a8a4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
69dfcc20f97b9df76428c1c25c66d1d5	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	NA
83ca38806a8b54680b86ba48cc78d71d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
b8454837648afc97b677da7ca15c2b94	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
5256b38abea86a4ebb67b942906b5bc2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	UBA1819	uncultured organism
2a643d0c8f625b74c5722341b21c021f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	NA
5f54ad99779f510e5f59aa2c1ba49989	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
54fb5045da1cb403442dcaee970c486b	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
44ea67ab901ea036becd74904e617c17	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
a9b87f2ab19953279a9bc79e1e288e01	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	uncultured Clostridiales bacterium
ea5e635c254d920fcc7aaa6d8eecf7fb	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	uncultured bacterium
365392046d49e3faae5bd05b640e44c6	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	uncultured bacterium
87b0adb09d8266ede146817d7f469eb7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
70a3a0a2ba8be335ab94b5d9323fabda	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
659d2dc23abc14740e721fd6dcaa456f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	NA
6e892f7616e87916bd9d01d9254a949f	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
3a74823d330399ff90b210267e7b8014	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	NA
e462d02525d02828a637327446eb5de2	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	uncultured bacterium	uncultured bacterium	uncultured bacterium
b21bb3562e3cd50bd25a0d3121662a86	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
737c038683b3d8e2069e5abfff192cd4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
d6630ed1dbfb3b9ed1d9ddf44cead2c8	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	NA
1e779ab12427a5d3fd1b758c786a7bee	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
63f412f5ee04ecce5b8009d5850c4d38	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
d5a5dfcae0970c2db81a49a57bd5fd05	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA
d5ffad6454efa123e62945a3c3acc4b5	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Hydrogenoanaerobacterium	Ambiguous_taxa
da4d6af1be29c955e0563885b65f672c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	metagenome
48d9da1ae0e6a38b294fe1c3830ce01c	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 1	uncultured bacterium
18a3598897223642e092cf1a3b0f9b60	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
3ba0a8703e5d8028eeb2bf97719917c6	Bacteria	NA	NA	NA	NA	NA	NA
d849732b6beaf15f5e771130b5006255	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
17d8016f8865077a8fb585e07ce7aa4a	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	uncultured	uncultured proteobacterium
25d0c9b51ed5a79fe297664a3e2d6e11	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
d8cc80bb5940587d83d4ccab3ed53d47	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	uncultured bacterium
1331aee993bf5c9522a48f1be9e6d863	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39	NA	NA	NA
2c3f5232d9c16dbcfa8621d18a8a18df	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	NA
0422e8259c73b878d16a469d4d7f068c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	uncultured bacterium
c63790f55cf32a6f65746a7e6d2ac2c0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	uncultured bacterium
542be7554eedaa5fda9b7b9dbc76cb93	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	uncultured bacterium
e6c51f8f293d253bbbf22f0f558f9098	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	uncultured bacterium
db215c0d22d1fae5daf88a2556ce2859	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	NA	NA
8ea59fabfc20b90e64db4cdfa88bca27	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
cc7f9b73e4558c74cd5041b4e0ac57d5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
d3d6a6ff2102e6d56a84608a6e898d5f	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
6a216df04032c8db749bcb4a5d8645a6	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	uncultured	uncultured Verrucomicrobia bacterium
b4e93a9d9858a68af0282e9782a7e8bc	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	Ambiguous_taxa
4c525448def3e91990aeaa49d81b0633	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	NA
4cf11a41bffe7db701b90153c52a3d58	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	uncultured bacterium	uncultured bacterium	uncultured bacterium
1486daf2574f53fbef145c8a9d961595	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
d8b9704366b9a45dda7349bc5ccefa79	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	uncultured	uncultured bacterium
b293ec8b525973cd126839348f5fe2ce	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
0a154e7095a37cd1e2e259892c937751	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured bacterium
46e179c5660cdc3e199a0550417afa7f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
8a18ce5e9ff2818a4023e1b9f1163329	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	uncultured bacterium
3115ebf26c7a0f276696f59e42c50c32	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
8f4d9b4cc838732c6c5b65e5b14a2f68	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
82dee34d68608bf1e2bd537c4b591e2d	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Kingella	NA
37e8da0958b18ea41493bac95808b04f	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
171146d5f3a4b73885a0904ecefabf84	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
b1961a82faf0054e6e90bd8d7fc76371	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
a2a8a8742badbbcf57f106308217ed79	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	unidentified
24d3ef65dd7cc2b7877a0862b5d60b5a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 1	uncultured bacterium
c5a6f97cf912b62ec23be0e171d19a9b	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Ambiguous_taxa
5673bcb85ffecfd0aee23eb2ac5152f5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
09c51cd07fe2337bcb2fc7678d0b01b3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
16af97c9cd594e26b3f7685345fc8cd3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	uncultured organism
436473c2bbfe2e3eeffdf2e8cb6240c8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
9539c21798e79503a0c61a10a319ef43	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter calcoaceticus
928f044d91c846d8dfe3818c23657681	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	uncultured Clostridiales bacterium
b5155aa7f73bfe53cf1c9c0f951ec00b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	uncultured bacterium
10f629490f59c9f3147aed47a042f149	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-004	uncultured bacterium
df2806e5250fbb382cd17e88609ae11c	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	p-2534-18B5 gut group	uncultured bacterium	uncultured bacterium
ccd38251ef5c821beded7b013459286f	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
abbd9bfb7431f3973e8a3645fc140394	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
b4937b4f97572844929ed73ed2ddc03c	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured alpha proteobacterium	uncultured alpha proteobacterium
b3babacc160c4c8376e5800133bae6b6	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
7af454385be910cfddef544abcee0fd7	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
a8ed82e06564e4cc80da7cc9dc443629	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	uncultured bacterium
edbe563607e121bf7c71970b444829d7	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA
1801eab9161481144ff81135e0770838	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
6e1815ef00df12cf5f391b39b29eaebd	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
912ca6b780a763755fc928468ad8ac29	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
f5bf55e26b9763d6e6f498076054de7f	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	NA
6cf21e00383aaa8bbef5cc775b0f7daf	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	NA
82d6624b3fb85faedd45e27359862f5a	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	NA
a61f45cdf31d948cfec00ccb21bb98f1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	uncultured bacterium
470c5c6ecdd32d0a9105d06f9ba651ef	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
27517657f03701c91b863a7e6b4e3444	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39	NA	NA	NA
2ce369ce55ce113b7826345fba8d5114	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
76a5c7be18cca3d8d860d962d56616d1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
f888d73875faf7895fba97a42b671acf	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
33e91e8b116128f84a057a1e7e2d203e	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum	uncultured bacterium
bea31b7d287b4c650795b78e7a82171d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured rumen bacterium	uncultured rumen bacterium
0348fa927de8012d2a5b5c416e4bcb15	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	uncultured bacterium
0613cefa364efa569b559952775a4476	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	NA	NA
f29b85f0b950ec617d1a72435959b2f7	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
5a05ff90b942c7b5e45d3ae3cb10e6dd	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
af59740cd24c1765bd26c62fe950c87a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	uncultured bacterium
d4b446dcff15b57fe130e676e01c7ba9	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
4fc63caf4a99bbaa1cb497631fe67bc0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA
1f313e7a1dc43a523aeed3bd33a1353e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
3d84901bce0e4ef080fd086762155fdf	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
de7d4cacf81b9227a6a784866c0e78b3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	uncultured bacterium
8a485a3f0af5f03d45dda5801d691e91	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	uncultured bacterium
be7e30d7676923e039675951f1631b3a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
d5b7ed7e94f9a905735ef54e96392419	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	uncultured Deferribacteres bacterium
673379cd9d82317b181de0b060da4477	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae subsp. garvieae
565e8185108ad929f8e2aa4fd3d8a991	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
f9dc9ccd6ae2665f7e382538e5cc925b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	NA
478188561f76e83ea2f90c7310a7c620	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
b669e0628146509eeeac044ce95a44d2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	uncultured bacterium
8cc7327c80133678040c8899b9197d51	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	NA
804f6f05ef1133a6b8b417dc23f34193	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	uncultured organism
3dc154ec6a9a38cdedb2d904c4e2fa08	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
603652fa6955c916cbab0567f9cc3138	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
1e6974a082c000dde2b24db11ab77bb1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	uncultured bacterium
81e015e33a5f50836a57e824bcd51c4f	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
06f83d1715306a9493392b1e3b1dad75	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
0aadf87911d46bfbc3685bf2b0067dc5	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
54749408b6dedebf820b6b26ca6f6f71	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
ada90ad703a74ea6da8d4a70e3285700	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	NA
e7016d7a644886cd416c4c1987149c90	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
f14f5218244bc62777b61a3752fd6613	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
967d34adc7f210f5014975f327eeb42f	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
2f188292487cbac235e14f94dce92b6c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	Ambiguous_taxa
3831ca931293e861882d2d580c406fc5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
b351140d9dfdb982a3275ab638591d09	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	Ambiguous_taxa
26aaa2cb7b53d01d3c3aa19786bb4988	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
a9a0015052b629976dfce94f3aa37c1c	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] brachy group	uncultured bacterium
7cebeaa2d83ee4352865c038085652c2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	uncultured Clostridiales bacterium
b3f01cca9a0b4551b2b91a9e580bc130	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA
